Date,Category P or B,COA Account,Vendor,Vendor Type,Description,Amount,Paid Thru,GST Treatment,Place Of Supply,Tax,Tax Type,Tax Inclusive
09-10-2025,Business,Mobile & Telecom - Business,Digital,Uncategorised - review,"Digital /?? uncategorised, please review",2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-10-2025,Personal,Personal - Food & Dining,Puranmal Restaurant & Sweets,Restaurant,Restaurant / dining /?? Puranmal Restaurant & Sweets,29.84,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-10-2025,Personal,Personal - Grocery & Household,Anwar Al Hidayah Foodstuff,Supermarket,Supermarket purchase /?? Anwar Al Hidayah Foodstuff,319.33,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-10-2025,Personal,Personal - Shopping & Lifestyle,Sout Al Maqas Hair Salon,Salon/Beauty,Salon/beauty service /?? Sout Al Maqas Hair Salon,10,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-10-2025,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,258.05,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-10-2025,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,102.84,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-10-2025,Personal,Personal - Grocery & Household,Lulu Hypermarket,Supermarket,Supermarket purchase /?? Lulu Hypermarket,20,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-10-2025,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,95.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-10-2025,Personal,Personal - Food & Dining,Noon,Online Marketplace,Online shopping /?? Noon,37.53,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-10-2025,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,3,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
02-10-2025,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,105.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-10-2025,Personal,Personal - Grocery & Household,Grand Hypermarket,Supermarket,Supermarket purchase /?? Grand Hypermarket,98.88,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-10-2025,Personal,Personal - Grocery & Household,Al Jubail Vegetables & Fruits,Grocery,Grocery purchase /?? Al Jubail Vegetables & Fruits,30,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-10-2025,Personal,Personal - Grocery & Household,Mohd Rashid Vegetables & Fruits,Grocery,Grocery purchase /?? Mohd Rashid Vegetables & Fruits,180,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-09-2025,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-09-2025,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,105.99,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-09-2025,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,22,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-09-2025,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,30.99,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-09-2025,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,115.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-09-2025,Business,Vat Payment To Fta,Federal Tax Authority (FTA),Government / VAT,VAT payment /?? Federal Tax Authority (FTA),4599.79,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-09-2025,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,182.37,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-09-2025,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,1.24,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-09-2025,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,60.96,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-09-2025,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,61.58,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-09-2025,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,67.93,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
24-09-2025,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,7.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-09-2025,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-09-2025,Personal,Personal - Food & Dining,Deliveroo,Food Delivery,Food delivery /?? Deliveroo,80.37,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-09-2025,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-09-2025,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-09-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,51.25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-09-2025,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,9.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-09-2025,Personal,Personal - Vehicle Maintenance,Dar Alshabab Auto,Vehicle Maintenance,Vehicle maintenance/repair /?? Dar Alshabab Auto,120,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-09-2025,Personal,Personal - Subscriptions & Software,Amazon,Online Marketplace,Online shopping /?? Amazon,16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-09-2025,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,108.61,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-09-2025,Personal,Personal - Food & Dining,Noon,Online Marketplace,Online shopping /?? Noon,43.41,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-09-2025,Personal,Personal - Grocery & Household,Every Day Fresh Hypermarket,Supermarket,Supermarket purchase /?? Every Day Fresh Hypermarket,21.21,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-09-2025,Personal,Personal - Grocery & Household,Anwar Flour Mill,Supermarket/Bakery Supply,Supermarket/bakery supplies /?? Anwar Flour Mill,63.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-09-2025,Personal,Personal - Grocery & Household,Anwar Flour Mill,Supermarket/Bakery Supply,Supermarket/bakery supplies /?? Anwar Flour Mill,412.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-09-2025,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,6,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-09-2025,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,100,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-09-2025,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
18-09-2025,Personal,Personal - Food & Dining,Trendyol,Retail - Online,Online retail purchase /?? Trendyol,220.92,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
18-09-2025,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,216.25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
18-09-2025,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,2.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-09-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,47.57,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-09-2025,Personal,Personal - Vehicle Maintenance,Fine Tools Equipment & Trading,Tools & Equipment,Tools & equipment purchase /?? Fine Tools Equipment & Trading,399,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-09-2025,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,442.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-09-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,15.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-09-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,27,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-09-2025,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,90.97,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-09-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,3.14,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-09-2025,Personal,Personal - Miscellaneous,Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),Vehicle Maintenance,Vehicle maintenance/repair /?? Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),90,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-09-2025,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,105,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-09-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,68.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-09-2025,Personal,Personal - Miscellaneous,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,8.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-09-2025,Personal,Personal - Subscriptions & Software,Amazon,Online Marketplace,Online shopping /?? Amazon,16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-09-2025,Personal,Personal - Grocery & Household,Grand Hypermarket,Supermarket,Supermarket purchase /?? Grand Hypermarket,80.41,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-09-2025,Personal,Personal - Grocery & Household,Al Jubail Vegetables & Fruits,Grocery,Grocery purchase /?? Al Jubail Vegetables & Fruits,55,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-09-2025,Personal,Personal - Grocery & Household,Mohd Rashid Vegetables & Fruits,Grocery,Grocery purchase /?? Mohd Rashid Vegetables & Fruits,225,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-09-2025,Personal,Personal - Miscellaneous,Premium Quality Auto,Vehicle Maintenance,Vehicle maintenance/repair /?? Premium Quality Auto,78,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-09-2025,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,120.12,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-09-2025,Personal,Personal - Home Electricity,SEWA (Sharjah Electricity & Water Authority),Utility,Utility bill /?? SEWA (Sharjah Electricity & Water Authority),1891.71,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-09-2025,Personal,Personal - Miscellaneous,Payment Al Karama Centre (Bank Counter),Bank/Cash,Cash/bank transaction /?? Payment Al Karama Centre (Bank Counter),0,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-09-2025,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,125.88,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-09-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,117.7,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-09-2025,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,125.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
02-09-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,51.3,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
02-09-2025,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,119.1,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-09-2025,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,42.07,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
31-08-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,202.11,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
30-08-2025,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,140.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-08-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,19.7,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-08-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,20,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-08-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,50.3,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-08-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,135.85,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-08-2025,Personal,Personal - Vehicle Maintenance,Al Kanary Car,Vehicle Maintenance,Vehicle maintenance/repair /?? Al Kanary Car,230,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-08-2025,Personal,Personal - Miscellaneous,Fine Tools Equipment & Trading,Tools & Equipment,Tools & equipment purchase /?? Fine Tools Equipment & Trading,110,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-08-2025,Personal,Personal - Shopping & Lifestyle,Al Taqdeer Smoking,Retail,Retail purchase /?? Al Taqdeer Smoking,70,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-08-2025,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,119.6,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-08-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,109.24,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-08-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,16.99,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-08-2025,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,135.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
24-08-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,20.7,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-08-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,58.4,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-08-2025,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,128.1,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-08-2025,Personal,Personal - Miscellaneous,ABC Supermarket,Supermarket,Supermarket purchase /?? ABC Supermarket,68.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-08-2025,Personal,Personal - Subscriptions & Software,Amazon,Online Marketplace,Online shopping /?? Amazon,16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-08-2025,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,135.13,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-08-2025,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,442.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-08-2025,Personal,Personal - Miscellaneous,Alhameidi Department Store,Retail,Retail purchase /?? Alhameidi Department Store,61.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-08-2025,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,144.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-08-2025,Personal,Personal - Air Travel,MakeMyTrip,Travel Agency,Travel booking /?? MakeMyTrip,314,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-08-2025,Personal,Personal - Air Travel,MakeMyTrip,Travel Agency,Travel booking /?? MakeMyTrip,314,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-08-2025,Personal,Personal - Shopping & Lifestyle,Trendyol,Retail - Online,Online retail purchase /?? Trendyol,98.19,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-08-2025,Personal,Personal - Grocery & Household,Grand Hypermarket,Supermarket,Supermarket purchase /?? Grand Hypermarket,164.42,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-08-2025,Personal,Personal - Grocery & Household,Anwar Flour Mill,Supermarket/Bakery Supply,Supermarket/bakery supplies /?? Anwar Flour Mill,159.33,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-08-2025,Personal,Personal - Grocery & Household,Al Jubail Vegetables & Fruits,Grocery,Grocery purchase /?? Al Jubail Vegetables & Fruits,55,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-08-2025,Personal,Personal - Grocery & Household,Mohd Rashid Vegetables & Fruits,Grocery,Grocery purchase /?? Mohd Rashid Vegetables & Fruits,170,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
